"RelativePath","Bytes","ReferenceSha256","ImportedSha256","Match"
"libraries/rawkit/src/decoder/mod.rs","50","D2DF78438C4C1FC2965BF7944A8C168720A334072289F5665616D23C94C760DE","D2DF78438C4C1FC2965BF7944A8C168720A334072289F5665616D23C94C760DE","True"
"libraries/rawkit/src/decoder/uncompressed.rs","2393","83B00AE25B72BA12FDF792CF605D0D7B67D115A2F322142C5A7BA27CAC97F9E5","83B00AE25B72BA12FDF792CF605D0D7B67D115A2F322142C5A7BA27CAC97F9E5","True"
"libraries/rawkit/src/demosaicing/linear_demosaicing.rs","2342","10D4891F293291BEE2AA365224B9FB27060A3530CC32D5469D79E4CC3FA94550","10D4891F293291BEE2AA365224B9FB27060A3530CC32D5469D79E4CC3FA94550","True"
"libraries/rawkit/src/demosaicing/mod.rs","28","15D3D82A2B761457BEAB1C36AD6FFCF95C99C8CDE5358C8E348D5F693D1220F8","15D3D82A2B761457BEAB1C36AD6FFCF95C99C8CDE5358C8E348D5F693D1220F8","True"
"libraries/rawkit/src/lib.rs","9343","4CFD59724217C7443E824E88BC8BB4E1B98314BF5B8FADA1289FF71F891B0D1A","4CFD59724217C7443E824E88BC8BB4E1B98314BF5B8FADA1289FF71F891B0D1A","True"
"libraries/rawkit/src/metadata/camera_data.rs","2773","22D564575AA4CBD09F513175E587C40BCCFC2334F658C464E159B5CF9E7971F6","22D564575AA4CBD09F513175E587C40BCCFC2334F658C464E159B5CF9E7971F6","True"
"libraries/rawkit/src/metadata/identify.rs","1073","84E7ACE40D14CC123393EDDBCB43B955BC08E2B297556D3B4E87C6B2163BFEE0","84E7ACE40D14CC123393EDDBCB43B955BC08E2B297556D3B4E87C6B2163BFEE0","True"
"libraries/rawkit/src/metadata/mod.rs","39","14687E09775F47520F1E5FD522BA2DDACCC13F21CA1C12A75E57088AFCF56642","14687E09775F47520F1E5FD522BA2DDACCC13F21CA1C12A75E57088AFCF56642","True"
"libraries/rawkit/src/postprocessing/convert_to_rgb.rs","443","414168B46EA3320F48072B0478C47B5E40888FA14E670942C58B60CC5A6CFAD3","414168B46EA3320F48072B0478C47B5E40888FA14E670942C58B60CC5A6CFAD3","True"
"libraries/rawkit/src/postprocessing/gamma_correction.rs","2531","28EC69FE09D56E326A724F9BD005A830B58DECB006710C915AA94290DFCD4346","28EC69FE09D56E326A724F9BD005A830B58DECB006710C915AA94290DFCD4346","True"
"libraries/rawkit/src/postprocessing/mod.rs","95","8A80B4C744BA0DB354A58B2285B575F58863797207063104B70AC96575199DDA","8A80B4C744BA0DB354A58B2285B575F58863797207063104B70AC96575199DDA","True"
"libraries/rawkit/src/postprocessing/record_histogram.rs","645","8AE40AB72F0B36F1E701E5B8206AEE419BFB3E8BAC107D00A8247AA298484BEB","8AE40AB72F0B36F1E701E5B8206AEE419BFB3E8BAC107D00A8247AA298484BEB","True"
"libraries/rawkit/src/postprocessing/transform.rs","2072","9551156E4D27789C4E127DCF4A5A8E1AC79CA2F05716F546852153D3571C5B05","9551156E4D27789C4E127DCF4A5A8E1AC79CA2F05716F546852153D3571C5B05","True"
"libraries/rawkit/src/preprocessing/mod.rs","77","49358ECDCA86D8CC855C5B76278F00B51A252245D99C97C251986AE75012207D","49358ECDCA86D8CC855C5B76278F00B51A252245D99C97C251986AE75012207D","True"
"libraries/rawkit/src/preprocessing/scale_to_16bit.rs","523","B9F7F511A2CE56CFD37F656E5821DAF6F49CA3D876C3019E4CA0C870195C855E","B9F7F511A2CE56CFD37F656E5821DAF6F49CA3D876C3019E4CA0C870195C855E","True"
"libraries/rawkit/src/preprocessing/scale_white_balance.rs","909","423FD6246ED2E5EB8A8B2A0708E6C5F56541EA0058CF4B62A9F511DA6728F66D","423FD6246ED2E5EB8A8B2A0708E6C5F56541EA0058CF4B62A9F511DA6728F66D","True"
"libraries/rawkit/src/preprocessing/subtract_black.rs","344","2CADEB8B9D609A832650DE01A11435B21282D36C77A2E0B46A05CB90B1FFA7F7","2CADEB8B9D609A832650DE01A11435B21282D36C77A2E0B46A05CB90B1FFA7F7","True"
